audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,auto_valid_failure,auto_issue_type,auto_confidence,auto_notes,manual_valid_failure,manual_issue_type,manual_notes
random_only_l2_003,random_only_l2,random,scene-0099_frame8::car2|car7|pedestrian2,scene-0099_frame8,car2|car7|pedestrian2,converge,668,93,"There is a car to the back left of car2 and to the front left of car9, and to the front of pedestrian2; what is it?",car7,The car in the middle of the image is a black car.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
random_only_l2_004,random_only_l2,random,scene-0101_frame25::barrier11|pedestrian9|pedestrian19,scene-0101_frame25,barrier11|pedestrian9|pedestrian19,converge,701,194,"Identify the pedestrian located to the front left of barrier11 and to the front left of barrier18, and to the back left of pedestrian19.",pedestrian9,"The pedestrian is located to the front left of barrier 11 and to the front left of barrier 18, and to the back left of pedestrian 19.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0101_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
random_only_l2_005,random_only_l2,random,scene-0035_frame14::car14|car11|ego,scene-0035_frame14,car14|car11|ego,converge,144,198,"Which car can be found to the front of barrier3 and to the front of car14, and to the front of ego?",car11,"The car that can be found to the front of barrier3, car14, and ego is a white car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame14_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
random_only_l2_006,random_only_l2,random,scene-0103_frame25::car26|pedestrian12|pedestrian5,scene-0103_frame25,car26|pedestrian12|pedestrian5,converge,897,145,"What pedestrian is to the front right of car26 and to the back of car8, and to the front left of pedestrian5?",pedestrian12,"The pedestrian is to the front right of car26 and to the back of car8, and to the front left of pedestrian5.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0103_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
random_only_l2_007,random_only_l2,random,scene-0097_frame12::barrier20|barrier4|barrier21,scene-0097_frame12,barrier20|barrier4|barrier21,converge,476,155,"What barrier is to the front of barrier20 and to the back right of car11, and to the front of barrier21?",barrier4,"There is a white barrier in front of barrier20 and to the back right of car11, and also in front of barrier21.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
random_only_l2_008,random_only_l2,random,scene-0104_frame20::pedestrian22|car3|pedestrian25,scene-0104_frame20,pedestrian22|car3|pedestrian25,converge,908,117,"There is a car to the back left of pedestrian22 and to the back left of pedestrian25, and to the back left of car8; what is it?",car3,The car is a white truck.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
random_only_l2_009,random_only_l2,random,scene-0036_frame17::barrier15|barrier9|barrier7,scene-0036_frame17,barrier15|barrier9|barrier7,converge,237,58,"Identify the barrier located to the front left of barrier15 and to the front left of barrier7, and to the back left of barrier25.",barrier9,The barrier located to the front left of barrier15 and to the front left of barrier7 is a traffic barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
random_only_l2_010,random_only_l2,random,scene-0097_frame37::car8|pedestrian3|truck2,scene-0097_frame37,car8|pedestrian3|truck2,converge,542,109,"What pedestrian is to the back left of car8 and to the back left of truck2, and to the back right of pedestrian8?",pedestrian3,"The pedestrian is to the back left of car8 and to the back left of truck2, and to the back right of pedestrian8.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
random_only_l2_011,random_only_l2,random,scene-0094_frame7::car4|barrier2|car6,scene-0094_frame7,car4|barrier2|car6,direction_chain,439,77,Does car6 lie in the same direction from barrier2 as car4?,False,"Yes, car6 lies in the same direction from barrier2 as car4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_012,random_only_l2,random,scene-0102_frame39::car2|ego|pedestrian2,scene-0102_frame39,car2|ego|pedestrian2,direction_chain,810,146,Is pedestrian2 in the same direction from ego as ego is from car2?,False,"Yes, pedestrian2 is in the same direction from ego as ego is from car2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_013,random_only_l2,random,scene-0094_frame7::barrier2|car4|ego,scene-0094_frame7,barrier2|car4|ego,direction_chain,412,66,Does ego lie in the same direction from car4 as barrier2?,False,"Yes, ego lies in the same direction from car4 as barrier2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_014,random_only_l2,random,scene-0094_frame7::car4|car12|car9,scene-0094_frame7,car4|car12|car9,direction_chain,409,89,Does car9 lie in the same direction from car12 as car4?,False,"Yes, car9 lies in the same direction from car12 as car4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_015,random_only_l2,random,scene-0102_frame39::car2|pedestrian2|ego,scene-0102_frame39,car2|pedestrian2|ego,direction_chain,815,178,Does ego lie in the same direction from pedestrian2 as car2?,False,"Yes, ego lies in the same direction from pedestrian2 as car2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_016,random_only_l2,random,scene-0013_frame31::car1|ego|car4,scene-0013_frame31,car1|ego|car4,direction_chain,30,84,Is car4 in the same direction from ego as ego is from car1?,False,"Yes, car4 is in the same direction as ego is from car1.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_017,random_only_l2,random,scene-0094_frame7::car6|car11|car9,scene-0094_frame7,car6|car11|car9,direction_chain,408,79,Does car9 lie in the same direction from car11 as car6?,False,"Yes, car9 lies in the same direction from car11 as car6.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_018,random_only_l2,random,scene-0094_frame7::car11|ego|car6,scene-0094_frame7,car11|ego|car6,direction_chain,403,86,Is car6 in the same direction from ego as ego is from car11?,False,"Yes, car6 is in the same direction from ego as ego is from car11.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_019,random_only_l2,random,scene-0094_frame7::barrier2|car9|car6,scene-0094_frame7,barrier2|car9|car6,direction_chain,443,71,Does car6 lie in the same direction from car9 as barrier2?,False,"Yes, car6 lies in the same direction from car9 as barrier2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
random_only_l2_020,random_only_l2,random,scene-0013_frame31::bus1|bicycle2|car1,scene-0013_frame31,bus1|bicycle2|car1,direction_chain,2,60,"Considering the direction from bus1 to bicycle2, is car1 in a similar direction from bicycle2?",False,"Yes, car1 is in a similar direction from bicycle2. Both car1 and bicycle2 are traveling down the same street, which is a two-lane road.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
